year,rider_id,name,round,round_label,stg,gc,pc,kom,spr,sum,bky,ass,tot
2023,20230993,Adam Yates,15,Stage 15,12,18,0,0,0,0,0,6,36
2023,20230993,Adam Yates,16,Stage 16,95,22,0,0,0,0,0,0,117
2023,20230993,Adam Yates,17,Stage 17,70,22,0,0,0,0,0,8,100
2023,20230993,Adam Yates,18,Stage 18,0,22,0,0,0,0,0,8,30
2023,20230993,Adam Yates,19,Stage 19,0,22,0,0,0,0,0,8,30
2023,20230993,Adam Yates,20,Stage 20,120,22,0,0,0,2,0,16,160
2023,20230993,Adam Yates,21,Stage 21,0,22,0,0,0,0,0,8,30
2023,20230993,Adam Yates,22,Final Classifications,0,400,0,0,0,0,0,40,440
2023,20230870,Simon Yates,1,Stage 1,180,26,8,0,0,0,0,0,214
2023,20230870,Simon Yates,2,Stage 2,12,22,1,0,0,0,0,0,35
2023,20230870,Simon Yates,3,Stage 3,0,22,0,0,0,0,0,0,22
2023,20230870,Simon Yates,4,Stage 4,0,22,0,0,0,0,0,0,22
2023,20230870,Simon Yates,5,Stage 5,35,14,0,0,0,0,0,0,49
2023,20230870,Simon Yates,6,Stage 6,80,18,0,0,0,0,0,0,98
2023,20230870,Simon Yates,7,Stage 7,0,18,0,0,0,0,0,0,18
2023,20230870,Simon Yates,8,Stage 8,0,15,0,0,0,0,0,0,15
2023,20230870,Simon Yates,9,Stage 9,25,15,0,0,0,0,0,0,40
2023,20230870,Simon Yates,10,Stage 10,0,14,0,0,0,0,0,0,14
2023,20230870,Simon Yates,11,Stage 11,0,14,0,0,0,0,0,4,18
2023,20230870,Simon Yates,12,Stage 12,0,14,0,0,0,0,0,0,14
2023,20230870,Simon Yates,13,Stage 13,70,15,0,0,0,0,0,0,85
2023,20230870,Simon Yates,14,Stage 14,70,14,0,0,0,2,0,0,86
2023,20230870,Simon Yates,15,Stage 15,0,13,0,0,0,0,0,0,13
2023,20230870,Simon Yates,16,Stage 16,120,13,0,0,0,0,0,0,133
2023,20230870,Simon Yates,17,Stage 17,180,16,0,0,0,29,0,0,225
2023,20230870,Simon Yates,18,Stage 18,0,16,0,1,0,0,0,0,17
2023,20230870,Simon Yates,19,Stage 19,0,16,0,1,0,0,0,0,17
2023,20230870,Simon Yates,20,Stage 20,140,18,0,1,0,4,0,0,163
2023,20230870,Simon Yates,21,Stage 21,0,18,0,1,0,0,0,2,21
2023,20230870,Simon Yates,22,Final Classifications,0,350,5,30,0,0,0,0,385
2023,20230198,Jai Hindley,1,Stage 1,95,14,0,0,0,0,0,0,109
2023,20230198,Jai Hindley,2,Stage 2,70,13,0,0,0,0,0,0,83
2023,20230198,Jai Hindley,3,Stage 3,0,13,0,0,0,0,0,0,13
2023,20230198,Jai Hindley,4,Stage 4,0,14,0,0,0,0,0,0,14
2023,20230198,Jai Hindley,5,Stage 5,220,30,0,6,0,25,0,0,281
2023,20230198,Jai Hindley,6,Stage 6,110,22,0,1,0,0,0,0,133
2023,20230198,Jai Hindley,7,Stage 7,0,22,0,1,0,0,0,0,23
2023,20230198,Jai Hindley,8,Stage 8,0,22,0,1,0,0,0,0,23
2023,20230198,Jai Hindley,9,Stage 9,8,22,0,0,0,0,0,0,30
2023,20230198,Jai Hindley,10,Stage 10,0,22,0,0,0,0,0,0,22
2023,20230198,Jai Hindley,11,Stage 11,0,22,0,0,0,0,0,0,22
2023,20230198,Jai Hindley,12,Stage 12,0,22,0,0,0,0,0,0,22
2023,20230198,Jai Hindley,13,Stage 13,110,22,0,0,0,6,0,0,138
2023,20230198,Jai Hindley,14,Stage 14,110,18,0,1,0,6,0,0,135
2023,20230198,Jai Hindley,15,Stage 15,0,16,0,0,0,0,0,0,16
2023,20230198,Jai Hindley,16,Stage 16,0,16,0,0,0,0,0,0,16
2023,20230198,Jai Hindley,17,Stage 17,40,14,0,0,0,0,0,0,54
2023,20230198,Jai Hindley,18,Stage 18,0,14,0,0,0,0,0,0,14
2023,20230198,Jai Hindley,19,Stage 19,0,14,0,0,0,0,0,0,14
2023,20230198,Jai Hindley,20,Stage 20,50,14,0,0,0,0,0,0,64
2023,20230198,Jai Hindley,21,Stage 21,0,14,0,0,0,0,0,8,22
2023,20230198,Jai Hindley,22,Final Classifications,0,220,0,15,0,0,0,0,235
2023,20230596,Wout Van Aert,1,Stage 1,50,10,0,0,0,0,0,8,68
2023,20230596,Wout Van Aert,2,Stage 2,180,16,6,0,0,0,0,8,210
2023,20230596,Wout Van Aert,3,Stage 3,120,16,6,0,0,0,0,8,150
2023,20230596,Wout Van Aert,4,Stage 4,70,16,1,0,0,0,0,8,95
2023,20230596,Wout Van Aert,5,Stage 5,0,0,2,0,12,0,20,12,46
2023,20230596,Wout Van Aert,6,Stage 6,0,0,6,0,16,16,20,20,78
2023,20230596,Wout Van Aert,7,Stage 7,0,0,2,0,0,0,0,16,18
2023,20230596,Wout Van Aert,8,Stage 8,160,0,4,0,0,0,0,16,180
2023,20230596,Wout Van Aert,9,Stage 9,0,0,4,0,0,0,0,10,14
2023,20230596,Wout Van Aert,10,Stage 10,0,0,4,0,0,0,0,10,14
2023,20230596,Wout Van Aert,11,Stage 11,70,0,4,0,0,0,0,10,84
2023,20230596,Wout Van Aert,12,Stage 12,0,0,4,0,0,0,0,10,14
2023,20230596,Wout Van Aert,13,Stage 13,0,0,4,0,0,0,0,10,14
2023,20230596,Wout Van Aert,14,Stage 14,16,0,2,0,0,15,0,14,47
2023,20230596,Wout Van Aert,15,Stage 15,180,0,4,2,0,22,0,16,224
2023,20230596,Wout Van Aert,16,Stage 16,160,0,4,2,0,0,0,0,166
2023,20230596,Wout Van Aert,17,Stage 17,0,0,4,1,0,0,0,16,21
2023,20230596,Wout Van Aert,18,Stage 18,0,0,0,0,0,0,0,0,0
2023,20230596,Wout Van Aert,19,Stage 19,0,0,0,0,0,0,0,0,0
2023,20230596,Wout Van Aert,20,Stage 20,0,0,0,0,0,0,0,0,0
2023,20230596,Wout Van Aert,21,Stage 21,0,0,0,0,0,0,0,0,0
2023,20230596,Wout Van Aert,22,Final Classifications,0,0,0,0,0,0,0,0,0
2023,20230123,Pello Bilbao,1,Stage 1,0,0,0,0,0,0,0,0,0
2023,20230123,Pello Bilbao,2,Stage 2,120,1,0,0,0,0,0,4,125
2023,20230123,Pello Bilbao,3,Stage 3,0,4,0,0,0,0,0,8,12
2023,20230123,Pello Bilbao,4,Stage 4,0,3,0,0,0,0,0,6,9
2023,20230123,Pello Bilbao,5,Stage 5,0,3,0,0,0,0,0,0,3
2023,20230123,Pello Bilbao,6,Stage 6,0,8,0,0,0,0,0,2,10
2023,20230123,Pello Bilbao,7,Stage 7,0,7,0,0,0,0,0,2,9
2023,20230123,Pello Bilbao,8,Stage 8,0,9,0,0,0,0,0,2,11
2023,20230123,Pello Bilbao,9,Stage 9,0,10,0,0,0,0,0,10,20
2023,20230123,Pello Bilbao,10,Stage 10,220,16,0,0,8,0,0,8,252
2023,20230123,Pello Bilbao,11,Stage 11,0,16,0,0,0,0,0,10,26
2023,20230123,Pello Bilbao,12,Stage 12,0,16,0,0,0,0,0,8,24
2023,20230123,Pello Bilbao,13,Stage 13,16,14,0,0,0,0,0,4,34
2023,20230123,Pello Bilbao,14,Stage 14,80,13,0,0,0,0,0,0,93
2023,20230123,Pello Bilbao,15,Stage 15,0,14,0,0,0,0,0,8,22
2023,20230123,Pello Bilbao,16,Stage 16,140,14,0,0,0,0,0,0,154
2023,20230123,Pello Bilbao,17,Stage 17,160,15,0,0,0,15,0,0,190
2023,20230123,Pello Bilbao,18,Stage 18,0,15,0,0,0,0,0,0,15
2023,20230123,Pello Bilbao,19,Stage 19,0,15,0,0,0,0,0,10,25
2023,20230123,Pello Bilbao,20,Stage 20,80,15,0,0,0,0,0,0,95
2023,20230123,Pello Bilbao,21,Stage 21,0,15,0,0,0,0,0,0,15
2023,20230123,Pello Bilbao,22,Final Classifications,0,260,10,0,0,0,0,20,290
2023,20230019,Felix Gall,1,Stage 1,0,0,0,0,0,0,0,0,0
2023,20230019,Felix Gall,2,Stage 2,0,0,0,0,0,0,0,0,0
2023,20230019,Felix Gall,3,Stage 3,0,0,0,0,0,0,0,0,0
2023,20230019,Felix Gall,4,Stage 4,0,0,0,0,0,0,0,0,0
2023,20230019,Felix Gall,5,Stage 5,160,0,0,12,1,40,0,0,213
2023,20230019,Felix Gall,6,Stage 6,25,1,0,8,0,0,0,0,34
2023,20230019,Felix Gall,7,Stage 7,0,1,0,8,0,0,0,0,9
2023,20230019,Felix Gall,8,Stage 8,0,3,0,8,0,0,0,0,11
2023,20230019,Felix Gall,9,Stage 9,0,5,0,8,0,0,0,0,13
2023,20230019,Felix Gall,10,Stage 10,0,5,0,8,0,0,0,2,15
2023,20230019,Felix Gall,11,Stage 11,0,5,0,8,0,0,0,0,13
2023,20230019,Felix Gall,12,Stage 12,0,4,0,6,0,0,0,0,10
2023,20230019,Felix Gall,13,Stage 13,30,7,0,2,0,0,0,0,39
2023,20230019,Felix Gall,14,Stage 14,95,12,0,2,0,4,0,0,113
2023,20230019,Felix Gall,15,Stage 15,0,10,0,1,0,0,0,0,11
2023,20230019,Felix Gall,16,Stage 16,35,11,0,1,0,0,0,0,47
2023,20230019,Felix Gall,17,Stage 17,220,13,0,8,0,40,0,0,281
2023,20230019,Felix Gall,18,Stage 18,0,13,0,8,0,0,0,0,21
2023,20230019,Felix Gall,19,Stage 19,0,13,0,8,0,0,0,2,23
2023,20230019,Felix Gall,20,Stage 20,180,13,0,8,0,15,0,0,216
2023,20230019,Felix Gall,21,Stage 21,0,13,0,8,0,0,0,0,21
2023,20230019,Felix Gall,22,Final Classifications,0,200,0,100,0,0,0,0,300
2023,20230505,Carlos Rodríguez,1,Stage 1,35,8,0,0,0,0,0,0,43
2023,20230505,Carlos Rodríguez,2,Stage 2,16,11,0,0,0,0,0,2,29
2023,20230505,Carlos Rodríguez,3,Stage 3,0,12,0,0,0,0,0,2,14
2023,20230505,Carlos Rodríguez,4,Stage 4,0,11,0,0,0,0,0,2,13
2023,20230505,Carlos Rodríguez,5,Stage 5,60,12,0,0,0,0,0,4,76
2023,20230505,Carlos Rodríguez,6,Stage 6,95,16,0,0,0,0,0,4,115
2023,20230505,Carlos Rodríguez,7,Stage 7,4,16,0,0,0,0,0,4,24
2023,20230505,Carlos Rodríguez,8,Stage 8,0,18,0,0,0,0,0,4,22
2023,20230505,Carlos Rodríguez,9,Stage 9,16,18,0,0,0,0,0,4,38
2023,20230505,Carlos Rodríguez,10,Stage 10,0,18,0,0,0,0,0,4,22
2023,20230505,Carlos Rodríguez,11,Stage 11,0,18,0,0,0,0,0,4,22
2023,20230505,Carlos Rodríguez,12,Stage 12,0,18,0,0,0,0,0,4,22
2023,20230505,Carlos Rodríguez,13,Stage 13,50,18,0,0,0,0,0,16,84
2023,20230505,Carlos Rodríguez,14,Stage 14,220,22,0,0,0,20,0,8,270
2023,20230505,Carlos Rodríguez,15,Stage 15,8,22,0,0,0,0,0,4,34
2023,20230505,Carlos Rodríguez,16,Stage 16,40,18,0,0,0,0,0,0,58
2023,20230505,Carlos Rodríguez,17,Stage 17,25,18,0,0,0,0,0,2,45
2023,20230505,Carlos Rodríguez,18,Stage 18,0,18,0,0,0,0,0,2,20
2023,20230505,Carlos Rodríguez,19,Stage 19,0,18,0,0,0,0,0,0,18
2023,20230505,Carlos Rodríguez,20,Stage 20,40,16,0,0,0,0,0,2,58
2023,20230505,Carlos Rodríguez,21,Stage 21,0,16,0,0,0,0,0,2,18
2023,20230505,Carlos Rodríguez,22,Final Classifications,0,300,0,0,0,0,0,30,330
2023,20230933,Mads Pedersen,1,Stage 1,0,0,0,0,5,0,0,0,5
2023,20230933,Mads Pedersen,2,Stage 2,0,0,0,0,3,0,0,0,3
2023,20230933,Mads Pedersen,3,Stage 3,70,0,2,0,8,0,0,0,80
2023,20230933,Mads Pedersen,4,Stage 4,60,0,0,0,8,0,0,0,68
2023,20230933,Mads Pedersen,5,Stage 5,0,0,4,0,16,0,0,8,28
2023,20230933,Mads Pedersen,6,Stage 6,0,0,2,0,0,0,0,0,2
2023,20230933,Mads Pedersen,7,Stage 7,60,0,4,0,5,0,0,0,69
2023,20230933,Mads Pedersen,8,Stage 8,220,0,6,0,0,0,0,0,226
2023,20230933,Mads Pedersen,9,Stage 9,0,0,6,0,0,0,0,0,6
2023,20230933,Mads Pedersen,10,Stage 10,0,0,6,0,0,0,0,0,6
2023,20230933,Mads Pedersen,11,Stage 11,120,0,6,0,0,0,0,0,126
2023,20230933,Mads Pedersen,12,Stage 12,0,0,8,0,20,0,20,0,48
2023,20230933,Mads Pedersen,13,Stage 13,0,0,8,0,0,0,0,0,8
2023,20230933,Mads Pedersen,14,Stage 14,0,0,8,0,0,0,0,0,8
2023,20230933,Mads Pedersen,15,Stage 15,0,0,8,0,0,0,0,0,8
2023,20230933,Mads Pedersen,16,Stage 16,70,0,8,0,0,0,0,0,78
2023,20230933,Mads Pedersen,17,Stage 17,0,0,8,0,0,0,0,0,8
2023,20230933,Mads Pedersen,18,Stage 18,120,0,8,0,0,0,0,0,128
2023,20230933,Mads Pedersen,19,Stage 19,120,0,8,0,20,0,20,0,168
2023,20230933,Mads Pedersen,20,Stage 20,0,0,8,0,20,0,0,0,28
2023,20230933,Mads Pedersen,21,Stage 21,140,0,8,0,0,0,0,0,148
2023,20230933,Mads Pedersen,22,Final Classifications,0,0,100,0,0,0,0,0,100
2023,20230501,Thomas Pidcock,1,Stage 1,0,0,0,0,0,0,0,0,0
2023,20230501,Thomas Pidcock,2,Stage 2,140,4,0,0,0,0,0,2,146
2023,20230501,Thomas Pidcock,3,Stage 3,0,6,0,0,0,0,0,2,8
2023,20230501,Thomas Pidcock,4,Stage 4,0,6,0,0,0,0,0,2,8
2023,20230501,Thomas Pidcock,5,Stage 5,16,8,0,0,0,0,0,4,28
2023,20230501,Thomas Pidcock,6,Stage 6,40,12,0,0,0,0,0,4,56
2023,20230501,Thomas Pidcock,7,Stage 7,20,12,0,0,0,0,0,4,36
2023,20230501,Thomas Pidcock,8,Stage 8,8,12,0,0,0,0,0,4,24
2023,20230501,Thomas Pidcock,9,Stage 9,20,14,0,0,0,0,0,4,38
2023,20230501,Thomas Pidcock,10,Stage 10,0,13,0,0,0,0,0,4,17
2023,20230501,Thomas Pidcock,11,Stage 11,0,13,0,0,0,0,0,4,17
2023,20230501,Thomas Pidcock,12,Stage 12,0,13,0,0,0,0,0,4,17
2023,20230501,Thomas Pidcock,13,Stage 13,120,13,0,0,0,10,0,16,159
2023,20230501,Thomas Pidcock,14,Stage 14,40,10,0,0,0,0,0,18,68
2023,20230501,Thomas Pidcock,15,Stage 15,0,9,0,0,0,0,0,6,15
2023,20230501,Thomas Pidcock,16,Stage 16,0,9,0,0,0,0,0,0,9
2023,20230501,Thomas Pidcock,17,Stage 17,0,5,0,0,0,0,0,2,7
2023,20230501,Thomas Pidcock,18,Stage 18,0,5,0,0,0,0,0,2,7
2023,20230501,Thomas Pidcock,19,Stage 19,60,8,0,0,0,0,0,0,68
2023,20230501,Thomas Pidcock,20,Stage 20,12,8,0,0,0,10,20,2,52
2023,20230501,Thomas Pidcock,21,Stage 21,0,8,0,0,0,0,0,2,10
2023,20230501,Thomas Pidcock,22,Final Classifications,0,120,0,0,0,0,0,30,150
2023,20230587,Sepp Kuss,1,Stage 1,0,0,0,0,0,0,0,8,8
2023,20230587,Sepp Kuss,2,Stage 2,0,0,0,0,0,0,0,12,12
2023,20230587,Sepp Kuss,3,Stage 3,0,0,0,0,0,0,0,8,8
2023,20230587,Sepp Kuss,4,Stage 4,0,0,0,0,0,0,0,8,8
2023,20230587,Sepp Kuss,5,Stage 5,40,5,0,0,0,0,0,12,57
2023,20230587,Sepp Kuss,6,Stage 6,30,11,0,0,0,0,0,20,61
2023,20230587,Sepp Kuss,7,Stage 7,0,11,0,0,0,0,0,16,27
2023,20230587,Sepp Kuss,8,Stage 8,0,11,0,0,0,0,0,18,29
2023,20230587,Sepp Kuss,9,Stage 9,4,12,0,0,0,0,0,10,26
2023,20230587,Sepp Kuss,10,Stage 10,0,11,0,0,0,0,0,10,21
2023,20230587,Sepp Kuss,11,Stage 11,0,11,0,0,0,0,0,10,21
2023,20230587,Sepp Kuss,12,Stage 12,0,10,0,0,0,0,0,10,20
2023,20230587,Sepp Kuss,13,Stage 13,40,11,0,0,0,0,0,10,61
2023,20230587,Sepp Kuss,14,Stage 14,120,15,0,0,0,10,0,14,159
2023,20230587,Sepp Kuss,15,Stage 15,4,15,0,0,0,0,0,20,39
2023,20230587,Sepp Kuss,16,Stage 16,30,15,0,0,0,0,0,0,45
2023,20230587,Sepp Kuss,17,Stage 17,20,12,0,0,0,0,0,16,48
2023,20230587,Sepp Kuss,18,Stage 18,0,12,0,0,0,0,0,16,28
2023,20230587,Sepp Kuss,19,Stage 19,0,12,0,0,0,0,0,16,28
2023,20230587,Sepp Kuss,20,Stage 20,0,9,0,0,0,0,0,18,27
2023,20230587,Sepp Kuss,21,Stage 21,0,9,0,0,0,0,0,16,25
2023,20230587,Sepp Kuss,22,Final Classifications,0,130,0,0,0,0,0,50,180
2023,20230266,Bryan Coquard,1,Stage 1,0,0,0,0,1,0,0,0,1
2023,20230266,Bryan Coquard,2,Stage 2,0,0,0,0,5,0,0,8,13
2023,20230266,Bryan Coquard,3,Stage 3,60,0,0,0,1,0,0,0,61
2023,20230266,Bryan Coquard,4,Stage 4,140,0,4,0,16,0,0,0,160
2023,20230266,Bryan Coquard,5,Stage 5,0,0,8,0,20,0,0,0,28
2023,20230266,Bryan Coquard,6,Stage 6,0,0,8,0,20,0,0,0,28
2023,20230266,Bryan Coquard,7,Stage 7,80,0,8,0,8,0,0,0,96
2023,20230266,Bryan Coquard,8,Stage 8,110,0,8,0,3,0,0,0,121
2023,20230266,Bryan Coquard,9,Stage 9,0,0,8,0,0,0,0,0,8
2023,20230266,Bryan Coquard,10,Stage 10,0,0,8,0,0,0,0,0,8
2023,20230266,Bryan Coquard,11,Stage 11,140,0,8,0,6,0,0,0,154
2023,20230266,Bryan Coquard,12,Stage 12,0,0,6,0,0,0,0,8,14
2023,20230266,Bryan Coquard,13,Stage 13,0,0,6,0,0,0,0,0,6
2023,20230266,Bryan Coquard,14,Stage 14,0,0,6,0,0,0,0,0,6
2023,20230266,Bryan Coquard,15,Stage 15,0,0,6,0,0,0,0,0,6
2023,20230266,Bryan Coquard,16,Stage 16,0,0,6,0,0,0,0,0,6
2023,20230266,Bryan Coquard,17,Stage 17,0,0,6,0,0,0,0,0,6
2023,20230266,Bryan Coquard,18,Stage 18,0,0,6,0,5,0,0,0,11
2023,20230266,Bryan Coquard,19,Stage 19,0,0,6,0,0,0,0,0,6
2023,20230266,Bryan Coquard,20,Stage 20,0,0,6,0,0,0,0,0,6
2023,20230266,Bryan Coquard,21,Stage 21,95,0,6,0,12,0,0,0,113
2023,20230266,Bryan Coquard,22,Final Classifications,0,0,80,0,0,0,0,0,80
2023,20230456,Thibaut Pinot,1,Stage 1,140,18,2,0,0,0,0,2,162
2023,20230456,Thibaut Pinot,2,Stage 2,0,0,0,0,0,0,0,0,0
2023,20230456,Thibaut Pinot,3,Stage 3,0,0,0,0,0,0,0,0,0
2023,20230456,Thibaut Pinot,4,Stage 4,0,0,0,0,0,0,0,0,0
2023,20230456,Thibaut Pinot,5,Stage 5,4,0,0,0,0,0,0,0,4
2023,20230456,Thibaut Pinot,6,Stage 6,4,3,0,0,0,0,0,0,7
2023,20230456,Thibaut Pinot,7,Stage 7,0,3,0,0,0,0,0,0,3
2023,20230456,Thibaut Pinot,8,Stage 8,0,4,0,0,0,0,0,0,4
2023,20230456,Thibaut Pinot,9,Stage 9,0,6,0,0,0,0,0,0,6
2023,20230456,Thibaut Pinot,10,Stage 10,0,6,0,0,0,0,0,0,6
2023,20230456,Thibaut Pinot,11,Stage 11,0,6,0,0,0,0,0,0,6
2023,20230456,Thibaut Pinot,12,Stage 12,110,11,0,0,0,0,20,0,141
2023,20230456,Thibaut Pinot,13,Stage 13,0,10,0,0,0,0,0,0,10
2023,20230456,Thibaut Pinot,14,Stage 14,4,7,0,0,3,8,20,0,42
2023,20230456,Thibaut Pinot,15,Stage 15,110,8,0,0,4,0,0,0,122
2023,20230456,Thibaut Pinot,16,Stage 16,0,8,0,0,0,0,0,0,8
2023,20230456,Thibaut Pinot,17,Stage 17,50,9,0,0,0,0,0,0,59
2023,20230456,Thibaut Pinot,18,Stage 18,0,9,0,0,0,0,0,0,9
2023,20230456,Thibaut Pinot,19,Stage 19,0,9,0,0,0,0,0,0,9
2023,20230456,Thibaut Pinot,20,Stage 20,95,10,0,0,0,15,20,0,140
2023,20230456,Thibaut Pinot,21,Stage 21,0,10,0,0,0,0,0,0,10
2023,20230456,Thibaut Pinot,22,Final Classifications,0,140,0,0,0,0,0,10,150
